epoch,train_r2,validation_r2,train_rmse,validation_rmse,GNDI2_0:i,GNDI2_0:j,GNDI2_0:alpha1
1450                ,0.70247             ,0.68569             ,0.07439             ,0.07621             ,385                 ,850                 ,0.8536              
1500                ,0.70251             ,0.6859              ,0.07439             ,0.07619             ,385                 ,853                 ,0.85238             
1550                ,0.70255             ,0.68609             ,0.07438             ,0.07616             ,385                 ,857                 ,0.85114             
1600                ,0.70267             ,0.68631             ,0.07437             ,0.07614             ,385                 ,859                 ,0.84988             
1650                ,0.70284             ,0.6865              ,0.07435             ,0.07611             ,385                 ,862                 ,0.84819             
1700                ,0.70294             ,0.68663             ,0.07433             ,0.0761              ,385                 ,864                 ,0.84645             
1750                ,0.70302             ,0.68673             ,0.07432             ,0.07609             ,385                 ,866                 ,0.84449             
1800                ,0.70313             ,0.68684             ,0.07431             ,0.07607             ,385                 ,868                 ,0.84236             
1850                ,0.70324             ,0.68699             ,0.0743              ,0.07605             ,385                 ,869                 ,0.84019             
1900                ,0.70336             ,0.68699             ,0.07428             ,0.07605             ,385                 ,870                 ,0.83811             
1950                ,0.70348             ,0.68708             ,0.07427             ,0.07604             ,385                 ,871                 ,0.83605             
2000                ,0.7036              ,0.68717             ,0.07425             ,0.07603             ,385                 ,872                 ,0.83391             
2050                ,0.70372             ,0.68723             ,0.07424             ,0.07603             ,385                 ,872                 ,0.83161             
2100                ,0.70385             ,0.68728             ,0.07422             ,0.07602             ,385                 ,872                 ,0.82946             
2150                ,0.70396             ,0.68732             ,0.07421             ,0.07601             ,385                 ,872                 ,0.82742             
2200                ,0.70407             ,0.68737             ,0.07419             ,0.07601             ,385                 ,872                 ,0.82536             
2250                ,0.70418             ,0.68742             ,0.07418             ,0.076               ,385                 ,872                 ,0.82338             
2300                ,0.70429             ,0.68748             ,0.07416             ,0.07599             ,385                 ,872                 ,0.82122             
2350                ,0.70439             ,0.68753             ,0.07415             ,0.07599             ,385                 ,872                 ,0.81918             
2400                ,0.7045              ,0.68759             ,0.07414             ,0.07598             ,385                 ,872                 ,0.81711             
2450                ,0.7046              ,0.68767             ,0.07413             ,0.07597             ,385                 ,872                 ,0.81501             
2500                ,0.7047              ,0.68769             ,0.07411             ,0.07597             ,385                 ,872                 ,0.81268             
2550                ,0.70476             ,0.68758             ,0.07411             ,0.07598             ,384                 ,872                 ,0.81033             
2600                ,0.70464             ,0.68734             ,0.07412             ,0.07601             ,379                 ,873                 ,0.81345             
2650                ,0.70481             ,0.68696             ,0.0741              ,0.07606             ,379                 ,876                 ,0.81113             
2700                ,0.7049              ,0.68706             ,0.07409             ,0.07605             ,379                 ,877                 ,0.80843             
2750                ,0.70501             ,0.68722             ,0.07407             ,0.07603             ,379                 ,880                 ,0.8058              
2800                ,0.70511             ,0.68724             ,0.07406             ,0.07602             ,379                 ,882                 ,0.80322             
2850                ,0.70521             ,0.68737             ,0.07405             ,0.07601             ,379                 ,882                 ,0.80061             
2900                ,0.70532             ,0.68745             ,0.07404             ,0.076               ,379                 ,882                 ,0.79803             
2950                ,0.70543             ,0.68757             ,0.07402             ,0.07598             ,379                 ,882                 ,0.79538             
3000                ,0.70555             ,0.68764             ,0.07401             ,0.07598             ,379                 ,882                 ,0.79264             
3050                ,0.70566             ,0.68771             ,0.07399             ,0.07597             ,379                 ,882                 ,0.78982             
3100                ,0.70578             ,0.68779             ,0.07398             ,0.07596             ,380                 ,882                 ,0.78701             
3150                ,0.70589             ,0.6879              ,0.07396             ,0.07594             ,380                 ,882                 ,0.78432             
3200                ,0.70602             ,0.68791             ,0.07395             ,0.07594             ,380                 ,882                 ,0.78172             
3250                ,0.70614             ,0.68805             ,0.07393             ,0.07593             ,380                 ,882                 ,0.77912             
3300                ,0.70627             ,0.68813             ,0.07392             ,0.07592             ,380                 ,882                 ,0.77654             
3350                ,0.70639             ,0.68829             ,0.0739              ,0.0759              ,380                 ,882                 ,0.77354             
3400                ,0.70652             ,0.6884              ,0.07388             ,0.07588             ,380                 ,882                 ,0.77056             
3450                ,0.70664             ,0.68854             ,0.07387             ,0.07587             ,380                 ,882                 ,0.76768             
3500                ,0.70676             ,0.68869             ,0.07385             ,0.07585             ,380                 ,882                 ,0.76475             
3550                ,0.70688             ,0.68884             ,0.07384             ,0.07583             ,380                 ,882                 ,0.76187             
3600                ,0.707               ,0.68891             ,0.07382             ,0.07582             ,381                 ,882                 ,0.75895             
3650                ,0.70712             ,0.68906             ,0.07381             ,0.0758              ,381                 ,881                 ,0.75611             
3700                ,0.70723             ,0.68921             ,0.0738              ,0.07578             ,381                 ,881                 ,0.75341             
3750                ,0.70735             ,0.68931             ,0.07378             ,0.07577             ,381                 ,881                 ,0.75107             
3800                ,0.7075              ,0.68945             ,0.07376             ,0.07575             ,381                 ,881                 ,0.74879             
3850                ,0.70769             ,0.68938             ,0.07374             ,0.07576             ,381                 ,881                 ,0.74614             
3900                ,0.70786             ,0.68958             ,0.07372             ,0.07574             ,381                 ,881                 ,0.7432              
3950                ,0.70806             ,0.68974             ,0.07369             ,0.07572             ,382                 ,881                 ,0.74012             
4000                ,0.70831             ,0.68989             ,0.07366             ,0.0757              ,382                 ,881                 ,0.73693             
