epoch,train_r2,validation_r2,train_rmse,validation_rmse,GNDI4_0:i,GNDI4_0:j,GNDI4_0:k,GNDI4_0:l,GNDI4_0:alpha1,GNDI4_0:alpha2,GNDI4_0:alpha3
3300                ,0.77802             ,0.76887             ,0.06426             ,0.06535             ,3809                ,1113                ,1099                ,396                 ,0.04896             ,0.04535             ,0.51161             
3350                ,0.77818             ,0.76921             ,0.06423             ,0.06531             ,3809                ,1113                ,1099                ,397                 ,0.04675             ,0.04607             ,0.50894             
3400                ,0.77832             ,0.76941             ,0.06421             ,0.06528             ,3809                ,1114                ,1098                ,399                 ,0.04432             ,0.04425             ,0.50516             
3450                ,0.77854             ,0.76973             ,0.06418             ,0.06523             ,3809                ,1118                ,1089                ,401                 ,0.04178             ,0.04234             ,0.50119             
3500                ,0.779               ,0.77033             ,0.06412             ,0.06515             ,3809                ,1137                ,1068                ,401                 ,0.03912             ,0.04127             ,0.49609             
3550                ,0.77952             ,0.77088             ,0.06404             ,0.06507             ,3809                ,1137                ,1050                ,401                 ,0.03659             ,0.03673             ,0.49244             
3600                ,0.77983             ,0.77097             ,0.06399             ,0.06506             ,3809                ,1144                ,1040                ,401                 ,0.03411             ,0.03341             ,0.48937             
3650                ,0.78039             ,0.77113             ,0.06391             ,0.06503             ,3809                ,1215                ,1040                ,401                 ,0.03106             ,0.03772             ,0.4828              
3700                ,0.78161             ,0.77164             ,0.06373             ,0.06496             ,3809                ,1305                ,1040                ,401                 ,0.02794             ,0.04201             ,0.48101             
3750                ,0.78206             ,0.77164             ,0.06367             ,0.06496             ,3809                ,1371                ,1041                ,401                 ,0.02457             ,0.0456              ,0.47794             
3800                ,0.78194             ,0.77141             ,0.06369             ,0.06499             ,3809                ,1384                ,1044                ,401                 ,0.02119             ,0.04605             ,0.47571             
3850                ,0.78295             ,0.77185             ,0.06354             ,0.06493             ,3809                ,1393                ,1045                ,401                 ,0.01795             ,0.04575             ,0.474               
3900                ,0.78331             ,0.772               ,0.06349             ,0.06491             ,3809                ,1391                ,1045                ,401                 ,0.01461             ,0.04293             ,0.47163             
3950                ,0.78345             ,0.77215             ,0.06347             ,0.06489             ,3809                ,1399                ,1045                ,401                 ,0.01168             ,0.04014             ,0.46973             
4000                ,0.78362             ,0.7724              ,0.06344             ,0.06485             ,3809                ,1378                ,1045                ,401                 ,0.00962             ,0.0364              ,0.47301             
