epoch,train_r2,validation_r2,train_rmse,validation_rmse,GNDI3_0:i,GNDI3_0:j,GNDI3_0:k,GNDI3_0:alpha1,GNDI3_0:alpha2
1300                ,0.09661             ,0.0999              ,0.12963             ,0.12897             ,2952                ,2657                ,2474                ,0.07443             ,0.53716             
1350                ,0.14639             ,0.15184             ,0.12601             ,0.12519             ,2949                ,2657                ,2474                ,-0.0479             ,0.57036             
1400                ,0.20762             ,0.21714             ,0.1214              ,0.12028             ,2945                ,2657                ,2473                ,-0.19355            ,0.60378             
1450                ,0.30181             ,0.31668             ,0.11396             ,0.11237             ,2919                ,2656                ,2473                ,-0.35822            ,0.63456             
1500                ,0.39852             ,0.41882             ,0.10577             ,0.10363             ,2920                ,2656                ,2474                ,-0.52328            ,0.65676             
1550                ,0.49713             ,0.52407             ,0.09671             ,0.09378             ,2920                ,2655                ,2473                ,-0.67946            ,0.67897             
1600                ,0.57594             ,0.60764             ,0.08881             ,0.08515             ,2920                ,2654                ,2474                ,-0.81394            ,0.69398             
1650                ,0.62524             ,0.65742             ,0.08349             ,0.07957             ,2921                ,2653                ,2474                ,-0.92661            ,0.73268             
1700                ,0.64791             ,0.67572             ,0.08093             ,0.07741             ,2921                ,2653                ,2474                ,-1.00883            ,0.77655             
1750                ,0.65969             ,0.69014             ,0.07956             ,0.07567             ,2920                ,2647                ,2474                ,-1.06132            ,0.80963             
1800                ,0.66586             ,0.69528             ,0.07884             ,0.07504             ,2920                ,2647                ,2474                ,-1.09646            ,0.83464             
1850                ,0.66933             ,0.69767             ,0.07843             ,0.07475             ,2920                ,2646                ,2474                ,-1.11299            ,0.85064             
1900                ,0.67234             ,0.69978             ,0.07807             ,0.07448             ,2921                ,2646                ,2474                ,-1.12534            ,0.86544             
1950                ,0.67491             ,0.70102             ,0.07776             ,0.07433             ,2921                ,2646                ,2474                ,-1.1365             ,0.87991             
2000                ,0.67714             ,0.70288             ,0.07749             ,0.0741              ,2921                ,2646                ,2474                ,-1.1449             ,0.89145             
2050                ,0.67854             ,0.70358             ,0.07733             ,0.07401             ,2921                ,2646                ,2474                ,-1.15201            ,0.89992             
2100                ,0.68065             ,0.70639             ,0.07707             ,0.07366             ,2921                ,2644                ,2474                ,-1.16514            ,0.90938             
2150                ,0.68205             ,0.707               ,0.0769              ,0.07358             ,2921                ,2644                ,2474                ,-1.17591            ,0.9166              
2200                ,0.68297             ,0.70734             ,0.07679             ,0.07354             ,2921                ,2644                ,2474                ,-1.18255            ,0.92149             
2250                ,0.6835              ,0.70845             ,0.07673             ,0.0734              ,2921                ,2644                ,2473                ,-1.18933            ,0.92542             
2300                ,0.68552             ,0.71029             ,0.07648             ,0.07317             ,2921                ,2641                ,2473                ,-1.2078             ,0.93223             
2350                ,0.68614             ,0.71058             ,0.07641             ,0.07313             ,2921                ,2641                ,2474                ,-1.21782            ,0.93457             
2400                ,0.68679             ,0.71053             ,0.07633             ,0.07314             ,2921                ,2641                ,2474                ,-1.22423            ,0.93598             
2450                ,0.68723             ,0.71078             ,0.07627             ,0.07311             ,2921                ,2641                ,2474                ,-1.23123            ,0.93788             
2500                ,0.68746             ,0.71122             ,0.07625             ,0.07305             ,2921                ,2641                ,2474                ,-1.23779            ,0.9391              
2550                ,0.68793             ,0.7111              ,0.07619             ,0.07307             ,2921                ,2641                ,2474                ,-1.24456            ,0.94003             
2600                ,0.68803             ,0.71052             ,0.07618             ,0.07314             ,2921                ,2641                ,2474                ,-1.25146            ,0.94056             
2650                ,0.68846             ,0.71112             ,0.07612             ,0.07306             ,2921                ,2641                ,2474                ,-1.25841            ,0.94071             
2700                ,0.68874             ,0.71151             ,0.07609             ,0.07301             ,2921                ,2641                ,2474                ,-1.26537            ,0.94055             
2750                ,0.68897             ,0.71151             ,0.07606             ,0.07301             ,2921                ,2641                ,2474                ,-1.27238            ,0.94023             
2800                ,0.68923             ,0.71174             ,0.07603             ,0.07299             ,2921                ,2641                ,2474                ,-1.2796             ,0.9398              
2850                ,0.6895              ,0.71164             ,0.076               ,0.073               ,2921                ,2641                ,2474                ,-1.28734            ,0.93936             
2900                ,0.68974             ,0.71225             ,0.07597             ,0.07292             ,2921                ,2641                ,2473                ,-1.29395            ,0.93771             
2950                ,0.68983             ,0.71181             ,0.07596             ,0.07298             ,2921                ,2641                ,2474                ,-1.30103            ,0.93615             
3000                ,0.68999             ,0.71268             ,0.07594             ,0.07287             ,2921                ,2641                ,2473                ,-1.30817            ,0.93492             
3050                ,0.69007             ,0.71172             ,0.07593             ,0.07299             ,2921                ,2641                ,2474                ,-1.31529            ,0.93364             
3100                ,0.69033             ,0.71299             ,0.07589             ,0.07283             ,2921                ,2641                ,2473                ,-1.32243            ,0.93245             
3150                ,0.69056             ,0.71235             ,0.07587             ,0.07291             ,2921                ,2641                ,2474                ,-1.32963            ,0.93116             
3200                ,0.69078             ,0.7132              ,0.07584             ,0.0728              ,2921                ,2641                ,2473                ,-1.33694            ,0.93023             
3250                ,0.69089             ,0.7134              ,0.07583             ,0.07278             ,2921                ,2641                ,2473                ,-1.34423            ,0.92944             
3300                ,0.69123             ,0.71304             ,0.07578             ,0.07282             ,2921                ,2641                ,2474                ,-1.35143            ,0.92832             
3350                ,0.69129             ,0.71366             ,0.07578             ,0.07274             ,2921                ,2641                ,2473                ,-1.35872            ,0.92716             
3400                ,0.69164             ,0.71354             ,0.07573             ,0.07276             ,2921                ,2641                ,2474                ,-1.36613            ,0.92613             
3450                ,0.69177             ,0.71388             ,0.07572             ,0.07271             ,2921                ,2641                ,2473                ,-1.37348            ,0.92506             
3500                ,0.69187             ,0.71412             ,0.07571             ,0.07268             ,2921                ,2641                ,2473                ,-1.38097            ,0.92405             
3550                ,0.69227             ,0.71396             ,0.07566             ,0.0727              ,2921                ,2641                ,2474                ,-1.38845            ,0.92291             
3600                ,0.69245             ,0.71428             ,0.07563             ,0.07266             ,2921                ,2641                ,2474                ,-1.39603            ,0.92176             
3650                ,0.69267             ,0.71403             ,0.07561             ,0.07269             ,2921                ,2641                ,2474                ,-1.40354            ,0.92048             
3700                ,0.69265             ,0.71477             ,0.07561             ,0.0726              ,2921                ,2641                ,2473                ,-1.41098            ,0.91936             
3750                ,0.69306             ,0.71423             ,0.07556             ,0.07267             ,2921                ,2641                ,2474                ,-1.41848            ,0.91818             
3800                ,0.69324             ,0.71508             ,0.07554             ,0.07256             ,2921                ,2641                ,2474                ,-1.4258             ,0.91707             
3850                ,0.69346             ,0.71517             ,0.07551             ,0.07255             ,2921                ,2641                ,2473                ,-1.43295            ,0.91611             
3900                ,0.69375             ,0.71483             ,0.07547             ,0.07259             ,2921                ,2641                ,2474                ,-1.44002            ,0.91514             
3950                ,0.69388             ,0.71555             ,0.07546             ,0.0725              ,2921                ,2641                ,2473                ,-1.4468             ,0.91423             
4000                ,0.69419             ,0.71536             ,0.07542             ,0.07253             ,2921                ,2641                ,2474                ,-1.45223            ,0.91485             
