epoch,train_r2,validation_r2,train_rmse,validation_rmse,GNDI3Alpha_0:i,GNDI3Alpha_0:j,GNDI3Alpha_0:k,GNDI3Alpha_0:alpha1_1,GNDI3Alpha_0:alpha1_2,GNDI3Alpha_0:alpha1_3,GNDI3Alpha_0:alpha1_4,GNDI3Alpha_0:alpha1_5,GNDI3Alpha_0:alpha1_6,GNDI3Alpha_0:alpha2_1,GNDI3Alpha_0:alpha2_2,GNDI3Alpha_0:alpha2_3,GNDI3Alpha_0:alpha2_4,GNDI3Alpha_0:alpha2_5,GNDI3Alpha_0:alpha2_6
850                 ,0.73963             ,0.73797             ,0.06959             ,0.06959             ,992                 ,388                 ,2338                ,0.02251             ,0.29164             ,0.26576             ,-0.02566            ,0.5544              ,0.73542             ,0.18861             ,0.52783             ,0.06281             ,0.49647             ,0.50667             ,0.88272             
900                 ,0.74015             ,0.73822             ,0.06952             ,0.06955             ,992                 ,387                 ,2338                ,0.02452             ,0.29013             ,0.24148             ,-0.02629            ,0.54535             ,0.71481             ,0.18965             ,0.52446             ,0.06174             ,0.49952             ,0.5028              ,0.85463             
950                 ,0.74056             ,0.73871             ,0.06947             ,0.06949             ,992                 ,388                 ,2338                ,0.02504             ,0.28911             ,0.21867             ,-0.02684            ,0.53612             ,0.69426             ,0.19078             ,0.52162             ,0.0607              ,0.50185             ,0.49899             ,0.82713             
1000                ,0.74086             ,0.73893             ,0.06943             ,0.06946             ,992                 ,388                 ,2338                ,0.0234              ,0.2879              ,0.19802             ,-0.02739            ,0.5264              ,0.67359             ,0.19184             ,0.51909             ,0.05958             ,0.50428             ,0.49548             ,0.79975             
1050                ,0.7411              ,0.73902             ,0.06939             ,0.06945             ,992                 ,388                 ,2338                ,0.02656             ,0.28675             ,0.1792              ,-0.02794            ,0.51645             ,0.65293             ,0.19277             ,0.51661             ,0.05838             ,0.50668             ,0.49196             ,0.77261             
1100                ,0.74131             ,0.73909             ,0.06937             ,0.06944             ,992                 ,388                 ,2338                ,0.03244             ,0.28594             ,0.16175             ,-0.02846            ,0.50665             ,0.63231             ,0.19341             ,0.51385             ,0.0568              ,0.50898             ,0.48809             ,0.74577             
1150                ,0.74152             ,0.7392              ,0.06934             ,0.06942             ,992                 ,388                 ,2338                ,0.05061             ,0.28506             ,0.14514             ,-0.02898            ,0.49643             ,0.61173             ,0.19428             ,0.51124             ,0.05506             ,0.51115             ,0.48429             ,0.71905             
1200                ,0.74174             ,0.73912             ,0.06931             ,0.06943             ,992                 ,388                 ,2338                ,0.07037             ,0.28424             ,0.13004             ,-0.02949            ,0.48614             ,0.59131             ,0.19494             ,0.50816             ,0.0531              ,0.51349             ,0.48022             ,0.69242             
1250                ,0.74205             ,0.73921             ,0.06927             ,0.06942             ,992                 ,388                 ,2338                ,0.08596             ,0.28308             ,0.11622             ,-0.03002            ,0.47558             ,0.57079             ,0.19566             ,0.50536             ,0.05134             ,0.5158              ,0.47628             ,0.66662             
1300                ,0.74245             ,0.73913             ,0.06921             ,0.06943             ,992                 ,388                 ,2338                ,0.09129             ,0.28202             ,0.10356             ,-0.03058            ,0.46496             ,0.55035             ,0.19643             ,0.50242             ,0.04952             ,0.51832             ,0.47178             ,0.64071             
1350                ,0.74288             ,0.73924             ,0.06916             ,0.06942             ,992                 ,388                 ,2338                ,0.09583             ,0.28135             ,0.09206             ,-0.03117            ,0.45408             ,0.53004             ,0.19742             ,0.50089             ,0.0479              ,0.52076             ,0.46732             ,0.61529             
1400                ,0.74325             ,0.73922             ,0.06911             ,0.06942             ,992                 ,388                 ,2338                ,0.10151             ,0.28112             ,0.08165             ,-0.03174            ,0.44315             ,0.50964             ,0.19875             ,0.4996              ,0.04651             ,0.52293             ,0.46276             ,0.5907              
1450                ,0.74349             ,0.73949             ,0.06907             ,0.06938             ,992                 ,388                 ,2338                ,0.10569             ,0.28078             ,0.07227             ,-0.03233            ,0.43185             ,0.48918             ,0.20036             ,0.49872             ,0.04517             ,0.52493             ,0.45825             ,0.56729             
1500                ,0.74367             ,0.73953             ,0.06905             ,0.06938             ,992                 ,388                 ,2338                ,0.10824             ,0.28051             ,0.06384             ,-0.03297            ,0.4207              ,0.46883             ,0.20203             ,0.49737             ,0.04362             ,0.52712             ,0.45305             ,0.54422             
1550                ,0.74387             ,0.73936             ,0.06902             ,0.0694              ,992                 ,388                 ,2338                ,0.10778             ,0.28032             ,0.05625             ,-0.03366            ,0.4097              ,0.44862             ,0.20357             ,0.49521             ,0.04188             ,0.52972             ,0.4471              ,0.52137             
1600                ,0.74401             ,0.7394              ,0.069               ,0.0694              ,992                 ,388                 ,2338                ,0.10828             ,0.27996             ,0.04945             ,-0.03432            ,0.39821             ,0.42869             ,0.20523             ,0.49389             ,0.04045             ,0.532               ,0.44151             ,0.49971             
1650                ,0.74412             ,0.73945             ,0.06899             ,0.06939             ,992                 ,388                 ,2338                ,0.10881             ,0.27944             ,0.04338             ,-0.03501            ,0.38666             ,0.40907             ,0.20674             ,0.4929              ,0.03909             ,0.53433             ,0.43538             ,0.47893             
1700                ,0.74421             ,0.73959             ,0.06898             ,0.06937             ,992                 ,388                 ,2338                ,0.10781             ,0.27893             ,0.03798             ,-0.03572            ,0.37486             ,0.38973             ,0.20868             ,0.49187             ,0.03801             ,0.53653             ,0.42927             ,0.45942             
1750                ,0.74432             ,0.73985             ,0.06896             ,0.06934             ,992                 ,388                 ,2338                ,0.10871             ,0.27862             ,0.03322             ,-0.03648            ,0.36322             ,0.37076             ,0.21058             ,0.49056             ,0.03693             ,0.53884             ,0.42228             ,0.44044             
1800                ,0.74448             ,0.74013             ,0.06894             ,0.0693              ,992                 ,388                 ,2338                ,0.11009             ,0.27779             ,0.02906             ,-0.03731            ,0.35128             ,0.35204             ,0.2127              ,0.48851             ,0.03582             ,0.54134             ,0.41509             ,0.42274             
1850                ,0.74461             ,0.7402              ,0.06892             ,0.06929             ,992                 ,388                 ,2338                ,0.10903             ,0.27616             ,0.02544             ,-0.03816            ,0.33911             ,0.33383             ,0.21462             ,0.48586             ,0.0344              ,0.54395             ,0.40776             ,0.40532             
1900                ,0.74489             ,0.74033             ,0.06889             ,0.06927             ,992                 ,388                 ,2338                ,0.10949             ,0.27406             ,0.0223              ,-0.03901            ,0.32655             ,0.31595             ,0.21678             ,0.4827              ,0.03276             ,0.54647             ,0.40019             ,0.3885              
1950                ,0.74537             ,0.74071             ,0.06882             ,0.06922             ,992                 ,388                 ,2338                ,0.1097              ,0.27149             ,0.01958             ,-0.03999            ,0.31352             ,0.29831             ,0.21924             ,0.47889             ,0.03108             ,0.5494              ,0.3921              ,0.37333             
2000                ,0.74596             ,0.74112             ,0.06874             ,0.06917             ,992                 ,388                 ,2338                ,0.10825             ,0.26804             ,0.01722             ,-0.04113            ,0.29985             ,0.28102             ,0.22188             ,0.47386             ,0.02912             ,0.55275             ,0.3833              ,0.35934             
2050                ,0.7466              ,0.7413              ,0.06865             ,0.06914             ,992                 ,388                 ,2338                ,0.10718             ,0.2634              ,0.0152              ,-0.04246            ,0.28554             ,0.26411             ,0.22515             ,0.46771             ,0.02712             ,0.5567              ,0.37393             ,0.34774             
2100                ,0.74707             ,0.74137             ,0.06859             ,0.06913             ,992                 ,388                 ,2338                ,0.10633             ,0.25819             ,0.01346             ,-0.04391            ,0.27041             ,0.24759             ,0.22853             ,0.46132             ,0.02465             ,0.56075             ,0.36462             ,0.33743             
2150                ,0.74736             ,0.74142             ,0.06855             ,0.06913             ,992                 ,388                 ,2338                ,0.1056              ,0.25361             ,0.01194             ,-0.04537            ,0.25503             ,0.23163             ,0.23252             ,0.45523             ,0.02222             ,0.56407             ,0.35448             ,0.32802             
2200                ,0.74753             ,0.74134             ,0.06853             ,0.06914             ,992                 ,388                 ,2338                ,0.10557             ,0.2491              ,0.01059             ,-0.04688            ,0.23951             ,0.21615             ,0.23667             ,0.44938             ,0.01977             ,0.56717             ,0.34402             ,0.32                
2250                ,0.74765             ,0.7414              ,0.06851             ,0.06913             ,992                 ,388                 ,2338                ,0.10638             ,0.24474             ,0.00939             ,-0.04843            ,0.22394             ,0.20112             ,0.24096             ,0.44376             ,0.01726             ,0.57014             ,0.33337             ,0.31346             
2300                ,0.74777             ,0.7414              ,0.0685              ,0.06913             ,992                 ,388                 ,2338                ,0.10566             ,0.24026             ,0.00831             ,-0.05008            ,0.20861             ,0.1865              ,0.24508             ,0.43834             ,0.01441             ,0.57333             ,0.32194             ,0.30847             
2350                ,0.74787             ,0.74133             ,0.06848             ,0.06914             ,992                 ,388                 ,2338                ,0.10436             ,0.23599             ,0.00729             ,-0.0518             ,0.19307             ,0.1723              ,0.24983             ,0.43353             ,0.01168             ,0.57633             ,0.3111              ,0.30405             
2400                ,0.74797             ,0.74126             ,0.06847             ,0.06915             ,992                 ,388                 ,2338                ,0.10337             ,0.23189             ,0.00633             ,-0.05352            ,0.17757             ,0.15855             ,0.2546              ,0.42905             ,0.00905             ,0.57915             ,0.30015             ,0.30033             
2450                ,0.74803             ,0.74138             ,0.06846             ,0.06913             ,992                 ,388                 ,2338                ,0.10363             ,0.22816             ,0.00543             ,-0.05531            ,0.16221             ,0.14529             ,0.25951             ,0.42514             ,0.00646             ,0.58178             ,0.2892              ,0.29741             
2500                ,0.74809             ,0.7414              ,0.06845             ,0.06913             ,992                 ,388                 ,2338                ,0.10429             ,0.22438             ,0.0046              ,-0.05713            ,0.147               ,0.13248             ,0.26443             ,0.42144             ,0.00379             ,0.58438             ,0.27828             ,0.29515             
2550                ,0.74815             ,0.74141             ,0.06844             ,0.06913             ,992                 ,388                 ,2338                ,0.10488             ,0.22044             ,0.00381             ,-0.05899            ,0.1319              ,0.12008             ,0.26946             ,0.41787             ,0.00105             ,0.58684             ,0.26756             ,0.29367             
2600                ,0.74821             ,0.74139             ,0.06844             ,0.06913             ,992                 ,388                 ,2338                ,0.10672             ,0.21619             ,0.00307             ,-0.06089            ,0.11695             ,0.10813             ,0.27444             ,0.41449             ,-0.00514            ,0.58936             ,0.25682             ,0.29254             
2650                ,0.74827             ,0.74145             ,0.06843             ,0.06912             ,992                 ,388                 ,2338                ,0.1066              ,0.2117              ,0.00236             ,-0.06288            ,0.10222             ,0.09657             ,0.2793              ,0.41138             ,-0.00806            ,0.59196             ,0.24587             ,0.29197             
2700                ,0.74836             ,0.74156             ,0.06841             ,0.06911             ,992                 ,388                 ,2338                ,0.10719             ,0.20758             ,0.0017              ,-0.06496            ,0.08771             ,0.08537             ,0.28423             ,0.4085              ,-0.0109             ,0.59464             ,0.23472             ,0.29251             
2750                ,0.74841             ,0.74181             ,0.06841             ,0.06907             ,992                 ,388                 ,2338                ,0.10843             ,0.20339             ,0.00102             ,-0.06706            ,0.0734              ,0.0747              ,0.28912             ,0.40607             ,-0.0137             ,0.59702             ,0.22381             ,0.29277             
2800                ,0.74844             ,0.74188             ,0.0684              ,0.06907             ,992                 ,388                 ,2338                ,0.1082              ,0.19911             ,0.00038             ,-0.06919            ,0.05943             ,0.06449             ,0.2937              ,0.40342             ,-0.01669            ,0.59939             ,0.21286             ,0.29308             
2850                ,0.74846             ,0.74182             ,0.0684              ,0.06907             ,992                 ,388                 ,2338                ,0.10706             ,0.19409             ,-0.00024            ,-0.0714             ,0.04573             ,0.05471             ,0.2983              ,0.4007              ,-0.01988            ,0.60185             ,0.20228             ,0.29379             
2900                ,0.74853             ,0.74189             ,0.06839             ,0.06906             ,992                 ,388                 ,2338                ,0.10574             ,0.18921             ,-0.00076            ,-0.07365            ,0.03246             ,0.04534             ,0.3026              ,0.39802             ,-0.02307            ,0.60429             ,0.19216             ,0.29452             
2950                ,0.74858             ,0.74199             ,0.06839             ,0.06905             ,992                 ,388                 ,2338                ,0.10519             ,0.18434             ,-0.00118            ,-0.07598            ,0.01961             ,0.03636             ,0.30688             ,0.39555             ,-0.02633            ,0.6067              ,0.18163             ,0.29632             
3000                ,0.74861             ,0.74198             ,0.06838             ,0.06905             ,992                 ,388                 ,2338                ,0.10629             ,0.17951             ,-0.00159            ,-0.07839            ,0.00717             ,0.02773             ,0.31115             ,0.39338             ,-0.02959            ,0.60912             ,0.17132             ,0.29811             
3050                ,0.74865             ,0.74215             ,0.06838             ,0.06903             ,992                 ,388                 ,2338                ,0.10745             ,0.17525             ,-0.002              ,-0.08088            ,-0.00483            ,0.01956             ,0.31543             ,0.39179             ,-0.03277            ,0.61147             ,0.16182             ,0.29962             
3100                ,0.74874             ,0.7429              ,0.06836             ,0.06893             ,992                 ,388                 ,2338                ,0.10631             ,0.17022             ,-0.00223            ,-0.08346            ,-0.01648            ,0.01186             ,0.31996             ,0.39034             ,-0.03561            ,0.61366             ,0.15324             ,0.30124             
3150                ,0.7488              ,0.74284             ,0.06835             ,0.06894             ,992                 ,387                 ,2338                ,0.11059             ,0.16553             ,-0.00246            ,-0.08619            ,-0.0278             ,0.00422             ,0.32401             ,0.38875             ,-0.0383             ,0.61638             ,0.14311             ,0.30475             
3200                ,0.74893             ,0.74279             ,0.06834             ,0.06894             ,992                 ,387                 ,2338                ,0.10925             ,0.15976             ,-0.00277            ,-0.08905            ,-0.03878            ,-0.00325            ,0.32803             ,0.38694             ,-0.04128            ,0.61951             ,0.1325              ,0.30898             
3250                ,0.74903             ,0.74259             ,0.06832             ,0.06897             ,992                 ,387                 ,2338                ,0.10688             ,0.15308             ,-0.00323            ,-0.09202            ,-0.04924            ,-0.01049            ,0.33198             ,0.38531             ,-0.0452             ,0.62274             ,0.12281             ,0.31192             
3300                ,0.74909             ,0.7426              ,0.06832             ,0.06897             ,992                 ,387                 ,2338                ,0.10476             ,0.14713             ,-0.00369            ,-0.09493            ,-0.05874            ,-0.01729            ,0.33542             ,0.38455             ,-0.04879            ,0.62532             ,0.1135              ,0.31415             
3350                ,0.74911             ,0.74274             ,0.06831             ,0.06895             ,992                 ,387                 ,2338                ,0.10479             ,0.14146             ,-0.00407            ,-0.09797            ,-0.06718            ,-0.02354            ,0.33877             ,0.38363             ,-0.05215            ,0.62796             ,0.10597             ,0.31781             
3400                ,0.74913             ,0.74283             ,0.06831             ,0.06894             ,992                 ,388                 ,2338                ,0.10516             ,0.13567             ,-0.0044             ,-0.10113            ,-0.07485            ,-0.02944            ,0.3421              ,0.38274             ,-0.05531            ,0.63072             ,0.09966             ,0.32118             
3450                ,0.74915             ,0.74284             ,0.06831             ,0.06894             ,992                 ,388                 ,2338                ,0.10676             ,0.1305              ,-0.00469            ,-0.10438            ,-0.0818             ,-0.03491            ,0.34515             ,0.38196             ,-0.05803            ,0.63346             ,0.09465             ,0.32403             
3500                ,0.74916             ,0.74291             ,0.06831             ,0.06893             ,992                 ,388                 ,2338                ,0.10819             ,0.1255              ,-0.00491            ,-0.10772            ,-0.08816            ,-0.04005            ,0.34776             ,0.38115             ,-0.06029            ,0.63631             ,0.09053             ,0.32662             
3550                ,0.74916             ,0.74295             ,0.06831             ,0.06892             ,992                 ,388                 ,2338                ,0.10891             ,0.12042             ,-0.00507            ,-0.11113            ,-0.09395            ,-0.04489            ,0.35008             ,0.38025             ,-0.06222            ,0.63916             ,0.08722             ,0.32907             
3600                ,0.74909             ,0.74285             ,0.06832             ,0.06893             ,992                 ,388                 ,2338                ,0.11091             ,0.11567             ,-0.00532            ,-0.11453            ,-0.09908            ,-0.04905            ,0.35213             ,0.37889             ,-0.06387            ,0.64161             ,0.08488             ,0.33077             
3650                ,0.74906             ,0.74293             ,0.06832             ,0.06892             ,992                 ,388                 ,2338                ,0.11239             ,0.11085             ,-0.00555            ,-0.11806            ,-0.10378            ,-0.05288            ,0.35408             ,0.37761             ,-0.06523            ,0.64426             ,0.0827              ,0.33222             
3700                ,0.74901             ,0.74279             ,0.06833             ,0.06894             ,992                 ,388                 ,2338                ,0.11347             ,0.10587             ,-0.00575            ,-0.12167            ,-0.10804            ,-0.05641            ,0.35592             ,0.3766              ,-0.06632            ,0.64688             ,0.08082             ,0.33306             
3750                ,0.74904             ,0.74287             ,0.06832             ,0.06893             ,992                 ,388                 ,2338                ,0.11411             ,0.10137             ,-0.00587            ,-0.12546            ,-0.11196            ,-0.0597             ,0.3576              ,0.37563             ,-0.0672             ,0.6497              ,0.07945             ,0.33457             
3800                ,0.74904             ,0.74292             ,0.06832             ,0.06893             ,992                 ,388                 ,2338                ,0.11502             ,0.09693             ,-0.00596            ,-0.12935            ,-0.11558            ,-0.06275            ,0.35914             ,0.37472             ,-0.06803            ,0.65256             ,0.07845             ,0.33595             
3850                ,0.74905             ,0.74286             ,0.06832             ,0.06893             ,992                 ,388                 ,2338                ,0.11587             ,0.09251             ,-0.00586            ,-0.13338            ,-0.11897            ,-0.0656             ,0.36065             ,0.37391             ,-0.06893            ,0.65548             ,0.07766             ,0.33731             
3900                ,0.74904             ,0.74282             ,0.06832             ,0.06894             ,992                 ,388                 ,2338                ,0.11849             ,0.08809             ,-0.00477            ,-0.13747            ,-0.12212            ,-0.06803            ,0.36194             ,0.37298             ,-0.0698             ,0.65838             ,0.07749             ,0.33775             
3950                ,0.74905             ,0.74288             ,0.06832             ,0.06893             ,992                 ,388                 ,2338                ,0.11958             ,0.08406             ,-0.00406            ,-0.14173            ,-0.12516            ,-0.07029            ,0.36309             ,0.37221             ,-0.07035            ,0.66149             ,0.0767              ,0.33881             
4000                ,0.74905             ,0.74311             ,0.06832             ,0.0689              ,992                 ,388                 ,2338                ,0.12043             ,0.08085             ,-0.00365            ,-0.14614            ,-0.12786            ,-0.07221            ,0.36431             ,0.3717              ,-0.07079            ,0.66442             ,0.07623             ,0.33974             
