epoch,train_r2,validation_r2,train_rmse,validation_rmse,GNDI2_0:i,GNDI2_0:j,GNDI2_0:alpha1
1750                ,0.23382             ,0.24793             ,0.11938             ,0.11789             ,2471                ,3457                ,0.69538             
1800                ,0.24026             ,0.255               ,0.11888             ,0.11733             ,2471                ,3457                ,0.69977             
1850                ,0.2461              ,0.26144             ,0.11842             ,0.11683             ,2471                ,3457                ,0.70392             
1900                ,0.25139             ,0.26734             ,0.118               ,0.11636             ,2471                ,3457                ,0.70786             
1950                ,0.25621             ,0.27267             ,0.11762             ,0.11593             ,2471                ,3457                ,0.71156             
2000                ,0.26064             ,0.2775              ,0.11727             ,0.11555             ,2471                ,3457                ,0.71509             
2050                ,0.26477             ,0.28204             ,0.11694             ,0.11518             ,2471                ,3457                ,0.71845             
2100                ,0.26855             ,0.28625             ,0.11664             ,0.11485             ,2471                ,3457                ,0.72159             
2150                ,0.27202             ,0.29007             ,0.11636             ,0.11454             ,2471                ,3457                ,0.72454             
2200                ,0.27522             ,0.29356             ,0.11611             ,0.11426             ,2471                ,3457                ,0.72729             
2250                ,0.27819             ,0.29676             ,0.11587             ,0.114               ,2471                ,3457                ,0.72986             
2300                ,0.28093             ,0.29969             ,0.11565             ,0.11376             ,2471                ,3457                ,0.73224             
2350                ,0.28348             ,0.30241             ,0.11545             ,0.11354             ,2471                ,3456                ,0.73447             
2400                ,0.28586             ,0.30493             ,0.11525             ,0.11333             ,2471                ,3456                ,0.73657             
2450                ,0.28811             ,0.30728             ,0.11507             ,0.11314             ,2471                ,3456                ,0.73859             
2500                ,0.29022             ,0.30951             ,0.1149              ,0.11296             ,2471                ,3456                ,0.74052             
2550                ,0.29221             ,0.31158             ,0.11474             ,0.11279             ,2471                ,3456                ,0.74238             
2600                ,0.29408             ,0.31351             ,0.11459             ,0.11263             ,2471                ,3456                ,0.74416             
2650                ,0.29582             ,0.31533             ,0.11445             ,0.11248             ,2471                ,3456                ,0.74584             
2700                ,0.29746             ,0.31702             ,0.11431             ,0.11234             ,2470                ,3456                ,0.74745             
2750                ,0.29901             ,0.31864             ,0.11419             ,0.11221             ,2470                ,3456                ,0.74908             
2800                ,0.30046             ,0.32013             ,0.11407             ,0.11209             ,2471                ,3456                ,0.75067             
2850                ,0.30181             ,0.32151             ,0.11396             ,0.11197             ,2470                ,3456                ,0.75221             
2900                ,0.30306             ,0.32276             ,0.11386             ,0.11187             ,2470                ,3456                ,0.75367             
2950                ,0.30422             ,0.32391             ,0.11376             ,0.11178             ,2470                ,3456                ,0.75509             
3000                ,0.30529             ,0.32496             ,0.11367             ,0.11169             ,2470                ,3456                ,0.75652             
3050                ,0.30629             ,0.32591             ,0.11359             ,0.11161             ,2470                ,3456                ,0.75784             
3100                ,0.30721             ,0.32678             ,0.11352             ,0.11154             ,2470                ,3456                ,0.7591              
3150                ,0.30807             ,0.32758             ,0.11345             ,0.11147             ,2470                ,3456                ,0.76029             
3200                ,0.30887             ,0.3283              ,0.11338             ,0.11141             ,2470                ,3456                ,0.76144             
3250                ,0.30961             ,0.32895             ,0.11332             ,0.11136             ,2470                ,3456                ,0.76258             
3300                ,0.3103              ,0.32955             ,0.11326             ,0.11131             ,2470                ,3456                ,0.76372             
3350                ,0.31093             ,0.3301              ,0.11321             ,0.11126             ,2470                ,3456                ,0.76488             
3400                ,0.31152             ,0.3306              ,0.11316             ,0.11122             ,2470                ,3456                ,0.76597             
3450                ,0.31207             ,0.33105             ,0.11312             ,0.11118             ,2470                ,3456                ,0.76704             
3500                ,0.31258             ,0.33146             ,0.11308             ,0.11115             ,2470                ,3456                ,0.76816             
3550                ,0.31305             ,0.33184             ,0.11304             ,0.11112             ,2470                ,3456                ,0.76928             
3600                ,0.31348             ,0.33217             ,0.113               ,0.11109             ,2470                ,3456                ,0.77034             
3650                ,0.31389             ,0.33248             ,0.11297             ,0.11107             ,2470                ,3456                ,0.77135             
3700                ,0.31426             ,0.33276             ,0.11294             ,0.11104             ,2470                ,3456                ,0.77236             
3750                ,0.3146              ,0.333               ,0.11291             ,0.11102             ,2470                ,3456                ,0.77332             
3800                ,0.31491             ,0.33315             ,0.11288             ,0.11101             ,2470                ,3456                ,0.77425             
3850                ,0.31518             ,0.33327             ,0.11286             ,0.111               ,2470                ,3456                ,0.7751              
3900                ,0.31544             ,0.33341             ,0.11284             ,0.11099             ,2470                ,3456                ,0.77597             
3950                ,0.31569             ,0.33354             ,0.11282             ,0.11098             ,2470                ,3456                ,0.77683             
4000                ,0.31593             ,0.33367             ,0.1128              ,0.11097             ,2470                ,3456                ,0.77768             
