epoch,train_r2,validation_r2,train_rmse,validation_rmse,GNDI3Alpha_0:i,GNDI3Alpha_0:j,GNDI3Alpha_0:k,GNDI3Alpha_0:alpha1_1,GNDI3Alpha_0:alpha1_2,GNDI3Alpha_0:alpha1_3,GNDI3Alpha_0:alpha1_4,GNDI3Alpha_0:alpha1_5,GNDI3Alpha_0:alpha1_6,GNDI3Alpha_0:alpha2_1,GNDI3Alpha_0:alpha2_2,GNDI3Alpha_0:alpha2_3,GNDI3Alpha_0:alpha2_4,GNDI3Alpha_0:alpha2_5,GNDI3Alpha_0:alpha2_6
1400                ,0.69671             ,0.73434             ,0.07511             ,0.07007             ,379                 ,3769                ,2978                ,0.25849             ,0.00103             ,0.16259             ,-0.09205            ,-0.10668            ,0.3968              ,0.28758             ,-0.01034            ,-0.59749            ,0.89617             ,0.54692             ,0.79166             
1450                ,0.69778             ,0.73521             ,0.07498             ,0.06995             ,379                 ,3769                ,2978                ,0.25177             ,0.00055             ,0.16259             ,-0.09305            ,-0.10515            ,0.39599             ,0.28573             ,-0.01063            ,-0.59749            ,0.89771             ,0.54644             ,0.79072             
1500                ,0.69892             ,0.736               ,0.07483             ,0.06985             ,379                 ,3769                ,2978                ,0.24482             ,0.00024             ,0.16259             ,-0.0943             ,-0.10346            ,0.39509             ,0.28402             ,-0.01045            ,-0.59749            ,0.89907             ,0.54592             ,0.78969             
1550                ,0.70013             ,0.73674             ,0.07468             ,0.06975             ,379                 ,3769                ,2978                ,0.23759             ,6e-05               ,0.16259             ,-0.09561            ,-0.10165            ,0.39412             ,0.28251             ,-0.00997            ,-0.59749            ,0.90021             ,0.54537             ,0.78859             
1600                ,0.70137             ,0.73733             ,0.07453             ,0.06967             ,379                 ,3769                ,2978                ,0.2299              ,-5e-05              ,0.16259             ,-0.09663            ,-0.09951            ,0.39316             ,0.2814              ,-0.0091             ,-0.59749            ,0.90081             ,0.54453             ,0.78739             
1650                ,0.70271             ,0.7379              ,0.07436             ,0.0696              ,379                 ,3769                ,2978                ,0.22189             ,-0.0001             ,0.16259             ,-0.0976             ,-0.09719            ,0.39221             ,0.2806              ,-0.00787            ,-0.59749            ,0.90107             ,0.54348             ,0.78611             
1700                ,0.70413             ,0.73842             ,0.07418             ,0.06953             ,379                 ,3769                ,2978                ,0.21372             ,-0.00011            ,0.16259             ,-0.09843            ,-0.09467            ,0.39128             ,0.27993             ,-0.00638            ,-0.59749            ,0.90105             ,0.54218             ,0.78475             
1750                ,0.70564             ,0.73892             ,0.07399             ,0.06946             ,379                 ,3769                ,2978                ,0.20566             ,-9e-05              ,0.16259             ,-0.09933            ,-0.09221            ,0.39026             ,0.27913             ,-0.00478            ,-0.59749            ,0.90106             ,0.54098             ,0.78341             
1800                ,0.70724             ,0.73941             ,0.07379             ,0.06939             ,379                 ,3769                ,2978                ,0.19743             ,-6e-05              ,0.16259             ,-0.1                ,-0.08955            ,0.38924             ,0.2785              ,-0.00301            ,-0.59749            ,0.90077             ,0.53961             ,0.78201             
1850                ,0.7089              ,0.73997             ,0.07358             ,0.06932             ,379                 ,3769                ,2978                ,0.18925             ,-4e-05              ,0.16259             ,-0.10064            ,-0.08648            ,0.3883              ,0.27781             ,-0.00099            ,-0.59749            ,0.90031             ,0.53779             ,0.7805              
1900                ,0.71104             ,0.74094             ,0.07331             ,0.06919             ,379                 ,3769                ,2978                ,0.18111             ,-2e-05              ,0.16259             ,-0.10158            ,-0.08313            ,0.38738             ,0.27711             ,0.00099             ,-0.59749            ,0.89966             ,0.53545             ,0.77893             
1950                ,0.71423             ,0.74215             ,0.07291             ,0.06903             ,379                 ,3769                ,2978                ,0.17251             ,-1e-05              ,0.16259             ,-0.10426            ,-0.07941            ,0.38639             ,0.27692             ,0.00345             ,-0.59749            ,0.89878             ,0.53245             ,0.77713             
2000                ,0.71623             ,0.74221             ,0.07265             ,0.06902             ,379                 ,3769                ,2978                ,0.16259             ,-4e-05              ,0.16259             ,-0.1073             ,-0.07567            ,0.38531             ,0.27815             ,0.00668             ,-0.59749            ,0.89632             ,0.52991             ,0.77492             
2050                ,0.71808             ,0.74233             ,0.07241             ,0.069               ,379                 ,3769                ,2978                ,0.15312             ,-8e-05              ,0.16259             ,-0.10953            ,-0.07232            ,0.3844              ,0.27901             ,0.00951             ,-0.59749            ,0.89388             ,0.52761             ,0.77275             
2100                ,0.71994             ,0.74252             ,0.07218             ,0.06898             ,379                 ,3769                ,2978                ,0.14454             ,-0.00014            ,0.16259             ,-0.11171            ,-0.06937            ,0.38349             ,0.27902             ,0.01197             ,-0.59749            ,0.89199             ,0.52543             ,0.77072             
2150                ,0.72179             ,0.74274             ,0.07194             ,0.06895             ,379                 ,3769                ,2978                ,0.13674             ,-0.00019            ,0.16259             ,-0.1139             ,-0.06677            ,0.3826              ,0.27834             ,0.01413             ,-0.59749            ,0.8906              ,0.52338             ,0.76879             
2200                ,0.72362             ,0.74297             ,0.0717              ,0.06892             ,379                 ,3769                ,2978                ,0.12951             ,-0.00023            ,0.16259             ,-0.11607            ,-0.06438            ,0.38171             ,0.27716             ,0.01606             ,-0.59749            ,0.88955             ,0.52136             ,0.76692             
2250                ,0.72541             ,0.74309             ,0.07147             ,0.0689              ,379                 ,3769                ,2978                ,0.1227              ,-0.00025            ,0.16259             ,-0.11808            ,-0.06216            ,0.38076             ,0.27565             ,0.01778             ,-0.59749            ,0.88857             ,0.51936             ,0.76512             
2300                ,0.72713             ,0.74332             ,0.07124             ,0.06887             ,379                 ,3769                ,2978                ,0.11596             ,-0.00027            ,0.16259             ,-0.11975            ,-0.06008            ,0.3799              ,0.27418             ,0.01937             ,-0.59749            ,0.88749             ,0.51734             ,0.7633              
2350                ,0.72874             ,0.74352             ,0.07103             ,0.06884             ,379                 ,3769                ,2978                ,0.10971             ,-0.00028            ,0.16259             ,-0.12176            ,-0.05811            ,0.37903             ,0.27231             ,0.02088             ,-0.59749            ,0.88684             ,0.5154              ,0.76145             
2400                ,0.73022             ,0.74357             ,0.07084             ,0.06884             ,379                 ,3769                ,2978                ,0.10377             ,-0.00027            ,0.16259             ,-0.12404            ,-0.05618            ,0.3782              ,0.27023             ,0.02229             ,-0.59749            ,0.88652             ,0.51338             ,0.75953             
2450                ,0.73158             ,0.74368             ,0.07066             ,0.06882             ,379                 ,3769                ,2978                ,0.09836             ,-0.00024            ,0.16259             ,-0.12646            ,-0.05428            ,0.37746             ,0.26766             ,0.02352             ,-0.59749            ,0.88662             ,0.51112             ,0.75758             
2500                ,0.73279             ,0.74371             ,0.0705              ,0.06882             ,379                 ,3769                ,2978                ,0.09294             ,-0.00021            ,0.16259             ,-0.12876            ,-0.05237            ,0.37685             ,0.2652              ,0.02466             ,-0.59749            ,0.88663             ,0.50865             ,0.75556             
2550                ,0.73391             ,0.74364             ,0.07035             ,0.06883             ,379                 ,3769                ,2978                ,0.08791             ,-0.00015            ,0.16259             ,-0.13174            ,-0.05069            ,0.37625             ,0.26244             ,0.02559             ,-0.59749            ,0.88703             ,0.50614             ,0.75357             
2600                ,0.73492             ,0.74364             ,0.07022             ,0.06883             ,379                 ,3769                ,2978                ,0.08322             ,-6e-05              ,0.16259             ,-0.13495            ,-0.04934            ,0.37572             ,0.25937             ,0.02624             ,-0.59749            ,0.88774             ,0.50361             ,0.7516              
2650                ,0.73579             ,0.74355             ,0.0701              ,0.06884             ,379                 ,3769                ,2978                ,0.07854             ,2e-05               ,0.16259             ,-0.13811            ,-0.04804            ,0.37526             ,0.25642             ,0.02673             ,-0.59749            ,0.8884              ,0.50097             ,0.7496              
2700                ,0.73654             ,0.74348             ,0.07                ,0.06885             ,379                 ,3769                ,2978                ,0.07401             ,8e-05               ,0.16259             ,-0.14145            ,-0.04678            ,0.37484             ,0.25343             ,0.02714             ,-0.59749            ,0.88915             ,0.49828             ,0.74758             
2750                ,0.73719             ,0.7434              ,0.06992             ,0.06886             ,379                 ,3769                ,2978                ,0.06964             ,0.00015             ,0.16259             ,-0.14497            ,-0.04572            ,0.37443             ,0.2504              ,0.02736             ,-0.59749            ,0.89006             ,0.49568             ,0.74557             
2800                ,0.73775             ,0.74335             ,0.06984             ,0.06887             ,379                 ,3769                ,2978                ,0.06535             ,0.0002              ,0.16259             ,-0.14841            ,-0.04471            ,0.37405             ,0.24744             ,0.02748             ,-0.59749            ,0.89088             ,0.49301             ,0.74356             
2850                ,0.7383              ,0.74354             ,0.06977             ,0.06884             ,379                 ,3769                ,2978                ,0.06163             ,0.00028             ,0.16259             ,-0.15238            ,-0.04413            ,0.37368             ,0.2439              ,0.02734             ,-0.59749            ,0.89224             ,0.49057             ,0.74164             
2900                ,0.73921             ,0.74424             ,0.06965             ,0.06875             ,379                 ,3769                ,2978                ,0.05823             ,0.00034             ,0.16259             ,-0.15823            ,-0.04385            ,0.37325             ,0.24007             ,0.02695             ,-0.59749            ,0.89406             ,0.48785             ,0.73973             
2950                ,0.74073             ,0.74476             ,0.06944             ,0.06868             ,379                 ,3769                ,2978                ,0.05435             ,0.00031             ,0.16259             ,-0.16664            ,-0.0432             ,0.37269             ,0.23706             ,0.02667             ,-0.59749            ,0.89556             ,0.4843              ,0.73754             
3000                ,0.74193             ,0.74392             ,0.06928             ,0.06879             ,379                 ,3769                ,2978                ,0.04956             ,0.0002              ,0.16259             ,-0.17585            ,-0.04236            ,0.37221             ,0.23553             ,0.02681             ,-0.59749            ,0.89554             ,0.4808              ,0.73471             
3050                ,0.74241             ,0.74337             ,0.06922             ,0.06887             ,379                 ,3769                ,2978                ,0.04468             ,0.0002              ,0.16259             ,-0.18343            ,-0.04202            ,0.37204             ,0.23441             ,0.027               ,-0.59749            ,0.89451             ,0.4785              ,0.73169             
3100                ,0.7428              ,0.74318             ,0.06917             ,0.06889             ,379                 ,3769                ,2978                ,0.04071             ,0.0003              ,0.16259             ,-0.19081            ,-0.04241            ,0.37202             ,0.23228             ,0.02675             ,-0.59749            ,0.89408             ,0.47706             ,0.72896             
3150                ,0.74314             ,0.74314             ,0.06912             ,0.0689              ,379                 ,3769                ,2978                ,0.03755             ,0.00038             ,0.16259             ,-0.19779            ,-0.04327            ,0.37211             ,0.22915             ,0.02604             ,-0.59749            ,0.89401             ,0.47595             ,0.72662             
3200                ,0.74345             ,0.74313             ,0.06908             ,0.0689              ,379                 ,3769                ,2978                ,0.03466             ,0.00037             ,0.16259             ,-0.20457            ,-0.04389            ,0.37233             ,0.22575             ,0.0253              ,-0.59749            ,0.89384             ,0.47472             ,0.72435             
3250                ,0.74373             ,0.74326             ,0.06904             ,0.06888             ,379                 ,3769                ,2978                ,0.03218             ,0.00035             ,0.16259             ,-0.21118            ,-0.0444             ,0.37263             ,0.22186             ,0.02448             ,-0.59749            ,0.89375             ,0.47359             ,0.72217             
3300                ,0.74401             ,0.74343             ,0.069               ,0.06886             ,379                 ,3769                ,2978                ,0.02997             ,0.00032             ,0.16259             ,-0.2179             ,-0.04473            ,0.3729              ,0.21768             ,0.02362             ,-0.59749            ,0.89366             ,0.4725              ,0.72005             
3350                ,0.74428             ,0.74358             ,0.06897             ,0.06884             ,379                 ,3769                ,2978                ,0.02788             ,0.00029             ,0.16259             ,-0.22469            ,-0.04484            ,0.37326             ,0.21341             ,0.02275             ,-0.59749            ,0.89348             ,0.47138             ,0.71789             
3400                ,0.74454             ,0.74368             ,0.06893             ,0.06882             ,379                 ,3769                ,2978                ,0.02584             ,0.00025             ,0.16259             ,-0.23157            ,-0.0446             ,0.37364             ,0.20917             ,0.02196             ,-0.59749            ,0.89311             ,0.47019             ,0.71568             
3450                ,0.74478             ,0.7438              ,0.0689              ,0.06881             ,379                 ,3769                ,2978                ,0.02397             ,0.00022             ,0.16259             ,-0.23842            ,-0.04414            ,0.37405             ,0.20477             ,0.02117             ,-0.59749            ,0.89267             ,0.469               ,0.71348             
3500                ,0.74502             ,0.74395             ,0.06887             ,0.06879             ,379                 ,3769                ,2978                ,0.02211             ,0.00019             ,0.16259             ,-0.24533            ,-0.04335            ,0.37446             ,0.2005              ,0.02047             ,-0.59749            ,0.892               ,0.46769             ,0.71124             
3550                ,0.74524             ,0.744               ,0.06884             ,0.06878             ,379                 ,3769                ,2978                ,0.02028             ,0.00017             ,0.16259             ,-0.25244            ,-0.04238            ,0.37489             ,0.19633             ,0.01982             ,-0.59749            ,0.8912              ,0.46638             ,0.70898             
3600                ,0.74545             ,0.7441              ,0.06881             ,0.06877             ,379                 ,3769                ,2978                ,0.01861             ,0.00016             ,0.16259             ,-0.25959            ,-0.04139            ,0.37537             ,0.19202             ,0.01913             ,-0.59749            ,0.89037             ,0.46513             ,0.70674             
3650                ,0.74567             ,0.74417             ,0.06878             ,0.06876             ,379                 ,3769                ,2978                ,0.01708             ,0.00014             ,0.16259             ,-0.26719            ,-0.04042            ,0.37583             ,0.18759             ,0.01839             ,-0.59749            ,0.88962             ,0.46396             ,0.70445             
3700                ,0.74588             ,0.74428             ,0.06875             ,0.06874             ,379                 ,3769                ,2978                ,0.01564             ,0.00013             ,0.16259             ,-0.27491            ,-0.03944            ,0.37631             ,0.18314             ,0.01764             ,-0.59749            ,0.88873             ,0.46284             ,0.70211             
3750                ,0.7461              ,0.74435             ,0.06872             ,0.06873             ,379                 ,3769                ,2978                ,0.01433             ,0.00012             ,0.16259             ,-0.2828             ,-0.03843            ,0.37668             ,0.17855             ,0.01688             ,-0.59749            ,0.88782             ,0.46176             ,0.6999              
3800                ,0.74631             ,0.74452             ,0.06869             ,0.06871             ,379                 ,3769                ,2978                ,0.01317             ,0.0001              ,0.16259             ,-0.29074            ,-0.03728            ,0.37714             ,0.17384             ,0.01614             ,-0.59749            ,0.88672             ,0.46058             ,0.69764             
3850                ,0.74652             ,0.74463             ,0.06867             ,0.0687              ,379                 ,3769                ,2978                ,0.01206             ,8e-05               ,0.16259             ,-0.29899            ,-0.03587            ,0.37763             ,0.16921             ,0.01551             ,-0.59749            ,0.88555             ,0.45939             ,0.69518             
3900                ,0.74672             ,0.74471             ,0.06864             ,0.06869             ,379                 ,3769                ,2978                ,0.01107             ,7e-05               ,0.16259             ,-0.30746            ,-0.03452            ,0.37815             ,0.16443             ,0.01486             ,-0.59749            ,0.88446             ,0.45817             ,0.69272             
3950                ,0.74692             ,0.74484             ,0.06861             ,0.06867             ,379                 ,3769                ,2978                ,0.01028             ,8e-05               ,0.16259             ,-0.31631            ,-0.0335             ,0.37868             ,0.1592              ,0.01404             ,-0.59749            ,0.88369             ,0.45715             ,0.69025             
4000                ,0.74716             ,0.74476             ,0.06858             ,0.06868             ,379                 ,3769                ,2978                ,0.00937             ,5e-05               ,0.16259             ,-0.32625            ,-0.0322             ,0.37908             ,0.15448             ,0.01334             ,-0.59749            ,0.88284             ,0.45581             ,0.68751             
